Model,girders,span,numberofdiaphragms,girderspacing,maxXreaction,minendmoment,width,maxendmoment,Y,mindeflection,minXreaction,numberofgirders,maxmoment
TX_28_70_P06,"[0.75, 12, 1, 12, 0.5, 36.5]",70,4,8.667,17395.956678753108,-742867.7915833975,28,707367.780122661,48.25,-0.5575931852688223,-17395.956678705614,4,6365299.816096905
TX_28_70_R01,"[24, 207]",70,4,8.667,25591.285772122086,-654321.9529886569,28,639359.8861050433,35.88,-0.6750284490000861,-25591.2857719002,4,6158681.151139569
TX_28_70_R02,"[27, 178]",70,4,8.667,23482.24730910144,-729734.1550719747,28,644280.5784369508,37.62,-0.7127791701657936,-23482.247307253063,4,6169743.986549132
TX_28_70_R03,"[30, 173]",70,4,8.667,22884.8124837157,-778092.3226781929,28,688963.4841659109,40.75,-0.6330817992775968,-22884.812483520414,4,6242051.752382316
TX_28_70_R04,"[33, 141]",70,4,8.667,19520.499415780192,-739383.1576082768,28,697708.0240385045,43.38,-0.6656698236519423,-19520.49941544866,4,6271328.536708541
TX_28_70_R05,"[36, 135]",70,4,8.667,18766.077679608818,-744190.4908906898,28,705778.0044334651,45.62,-0.6551148817697654,-18766.077678394257,4,6287669.838673759
TX_28_70_R06,"[40, 149]",70,4,8.667,19597.99651895911,-792338.5235643111,28,747771.08946096,48.25,-0.587048248836737,-19597.996517867054,4,6335545.324769349
TX_28_75_P01,"[1.25, 14, 1.75, 14, 0.5, 25.5]",75,4,8.667,20919.639262440607,-643593.0252787267,28,586426.9962896283,38.5,-0.7895316395135089,-20919.639262486504,4,6734018.419914072
TX_28_75_P02,"[1, 15, 1.375, 15, 0.5, 28.5]",75,4,8.667,19709.189853514657,-666824.4800234337,28,603130.3995710547,40.88,-0.7540535950442091,-19709.189853237585,4,6776268.222366746
TX_28_75_P03,"[1, 12, 1.25, 12, 0.5, 31.5]",75,4,8.667,17208.479853792516,-648912.8481776075,28,579957.1277144868,43.75,-0.7668236423998078,-17208.479853492645,4,6778274.803162778
TX_28_75_P04,"[0.875, 12, 1.25, 12, 0.5, 34]",75,4,8.667,17207.58973297046,-690270.1604715886,28,620978.5796101722,46.12,-0.6836743505496696,-17207.58973273716,4,6849508.757413338
TX_28_75_P05,"[0.75, 12, 1, 12, 0.5, 36.5]",75,4,8.667,16191.951349191193,-691445.5832589474,28,658394.279313371,48.25,-0.6842042559033433,-16191.95134892209,4,6891124.939402645
TX_28_75_R01,"[27, 217]",75,4,8.667,24317.720058801933,-685114.4958748219,28,672003.4700772176,38.5,-0.7127668888255854,-24317.720057296345,4,6765643.609889476
TX_28_75_R02,"[30, 191]",75,4,8.667,22428.56869835298,-755759.6564802612,28,678053.0729114009,40.88,-0.7158137708279758,-22428.56869747835,4,6791743.025153969
TX_28_75_R03,"[33, 169]",75,4,8.667,20040.575551799895,-753866.3073287413,28,670906.1614352989,43.75,-0.6945222803265679,-20040.575549130594,4,6822007.720427854
TX_28_75_R04,"[36, 160]",75,4,8.667,19236.41347929308,-760651.0875359195,28,688564.6699282501,46.12,-0.6806337791717858,-19236.413477557035,4,6851047.056910988
TX_28_75_R05,"[40, 149]",75,4,8.667,18047.662051654504,-729649.4329340258,28,688597.0846983264,48.25,-0.7229542451376149,-18047.662049966762,4,6853327.622825208
TX_28_80_P01,"[1.25, 14, 1.75, 14, 0.5, 25.75]",80,5,8.667,16669.748497207926,-516692.40868355846,28,471342.0319368755,38.75,-0.938974577301236,-16669.748497430934,4,7225910.092847088
TX_28_80_P02,"[1, 15, 1.375, 15, 0.5, 28.5]",80,5,8.667,15608.197773506083,-528054.1503113098,28,477592.8152146026,40.88,-0.9096292860450462,-15608.197773740814,4,7263499.598477036
TX_28_80_P03,"[0.75, 16, 1.25, 16, 0.5, 31.5]",80,5,8.667,14250.169294451012,-523718.9035352788,28,474638.12998509704,43.5,-0.8070150750958491,-14250.16929460499,4,7349936.674966407
TX_28_80_P04,"[0.875, 12, 1.25, 12, 0.5, 34]",80,5,8.667,13423.381127110202,-538455.5890111516,28,484377.51475591655,46.12,-0.8255176101664691,-13423.381127244234,4,7348291.621634356
TX_28_80_P05,"[0.875, 12, 1.25, 12, 0.5, 36.5]",80,5,8.667,13559.719867200763,-575432.5698319214,28,522474.53351546655,48.62,-0.735825168046898,-13559.132523209948,4,7425815.387511514
TX_28_80_R01,"[27, 235]",80,5,8.667,20538.163475481033,-580794.2363648909,28,569795.5885447003,38.75,-0.8016894387729235,-20538.163476402435,4,7294201.856604796
TX_28_80_R02,"[30, 191]",80,5,8.667,17844.6816109462,-601272.1547738805,28,539423.3788241864,40.88,-0.8668924421644225,-17844.681611640703,4,7282331.766546347
TX_28_80_R03,"[33, 201]",80,5,8.667,17317.514363149345,-582674.7667292262,28,574285.9483192285,43.5,-0.7460818917372813,-17317.514361091027,4,7394679.245081679
TX_28_80_R04,"[36, 170]",80,5,8.667,15716.04616503309,-617992.9387344259,28,563717.4638596978,46.12,-0.7834538113374283,-15716.046164147145,4,7381125.77637778
TX_28_80_R05,"[40, 167]",80,5,8.667,15316.126098197348,-619210.3652161008,28,586954.7732290141,48.62,-0.7720295366514077,-15316.126096846037,4,7422691.87607506
TX_28_85_P01,"[1, 15, 1.75, 15, 0.5, 28.5]",85,5,8.667,15359.416424405523,-513105.0015296399,28,472839.27682283515,41.25,-0.9442587348715731,-15359.41642429624,4,7845835.668706385
TX_28_85_P02,"[1.25, 16, 1.375, 16, 0.5, 31.5]",85,5,8.667,14326.057987127168,-488442.10307106294,28,481629.3995259398,44.12,-0.8891181675627651,-14326.057987064178,4,7903308.186235507
TX_28_85_P03,"[1.125, 12, 1.5, 12, 0.5, 34]",85,5,8.667,13264.4327143121,-527463.5058691442,28,481942.2556257591,46.62,-0.883055373552012,-13264.432714141381,4,7919518.374984559
TX_28_85_P04,"[1, 12, 1.375, 12, 0.5, 36.5]",85,5,8.667,12884.57740559472,-544663.465431671,28,498071.7317243928,48.88,-0.8304422246211047,-12884.577405450782,4,7968736.557548664
TX_28_85_R01,"[30, 235]",85,5,8.667,18644.13453493777,-576208.3374574631,28,566816.3380473516,41.25,-0.8670040254061975,-18644.134534996418,4,7883352.2416296955
TX_28_85_R02,"[33, 221]",85,5,8.667,16721.25389317901,-562685.1210762459,28,554634.4079470014,44.12,-0.8073641869703585,-16721.25389031513,4,7948619.275029095
TX_28_85_R03,"[36, 194]",85,5,8.667,15532.603094309534,-607912.9372519858,28,557361.2411235573,46.62,-0.8306418251874522,-15532.603091327961,4,7949314.636422074
TX_28_85_R04,"[40, 183]",85,5,8.667,14742.38512764867,-597299.0943215514,28,568321.7112559453,48.88,-0.8413564763918232,-14742.385126051946,4,7983474.80492624
TX_28_90_P01,"[1.25, 15, 1.875, 15, 0.5, 28.5]",90,5,8.667,14724.717680531572,-463518.57371762826,28,456048.41664317605,41.62,-1.0552186553011813,-14724.717680457266,4,8376924.813238189
TX_28_90_P02,"[1.125, 16, 1.625, 16, 0.5, 31.5]",90,5,8.667,13494.070205890976,-460903.3357362127,28,454485.01217383944,44.25,-0.9604193485222263,-13494.070205821126,4,8464165.39853595
TX_28_90_P03,"[1.125, 16, 1.5, 16, 0.5, 33.5]",90,5,8.667,13312.400623168347,-480077.4885236111,28,473745.79499260016,46.12,-0.9150782322721166,-13312.400623140136,4,8509803.3865811
TX_28_90_P04,"[0.875, 16, 1.25, 16, 0.5, 36.5]",90,5,8.667,12264.977293182072,-505744.69441545155,28,469620.2313453216,48.62,-0.8950554131089971,-12264.977293313552,4,8537450.09395199
TX_28_90_R01,"[30, 261]",90,5,8.667,18199.00814877563,-563352.2173846116,28,554243.6689789518,41.62,-0.9329887609048252,-18199.008143706902,4,8436025.308040416
TX_28_90_R02,"[33, 241]",90,5,8.667,16084.903632008947,-543153.3316913317,28,535456.5376188917,44.25,-0.8892591632107876,-16084.903629935852,4,8498147.330247976
TX_28_90_R03,"[36, 231]",90,5,8.667,15630.99512674251,-565509.9765253476,28,558302.260179551,46.12,-0.8689078434661397,-15630.995122276232,4,8550546.550596386
TX_28_90_R04,"[40, 199]",90,5,8.667,13812.372712894272,-534162.7681865401,28,527510.6624870223,48.62,-0.9403925751399926,-13812.372707840823,4,8534012.199703954
TX_28_95_P01,"[1.5, 16, 2, 16, 0.5, 31.5]",95,5,8.667,13802.883597739792,-476620.27224289963,28,470054.24475412356,45,-0.9741759616254979,-13802.883597836912,4,9061228.790054852
TX_28_95_P02,"[1.125, 16, 1.5, 16, 0.5, 33.5]",95,5,8.667,12067.407515803437,-435157.77156937873,28,429416.52496280515,46.12,-1.0689000038161052,-12067.407516005038,4,9006079.83394318
TX_28_95_P03,"[1, 16, 1.375, 16, 0.5, 36.5]",95,5,8.667,11696.923853741859,-478741.20817371266,28,449305.83520078985,48.88,-0.9866929666319507,-11696.67323688253,4,9082627.12472843
TX_28_95_R01,"[33, 291]",95,5,8.667,16726.42805544483,-567219.5738705784,28,559214.8395003714,45,-0.8720767761676025,-16726.428051744377,4,9103504.482378948
TX_28_95_R02,"[36, 231]",95,5,8.667,14071.689000876842,-509068.3976644951,28,502577.742211412,46.12,-1.0184095691572654,-14071.688997675139,4,9049109.285099328
TX_28_95_R03,"[40, 215]",95,5,8.667,13259.269319458514,-514751.8149687988,28,508364.6725292494,48.88,-1.0116501214551477,-13259.269320823596,4,9091341.872447453
TX_30_100_P01,"[1.125, 16, 1.625, 16, 0.5, 31.5]",100,5,7,12950.729957795864,-437910.52036128985,30,374064.15396713914,44.25,-1.174322830824592,-11163.672323012075,5,8280676.038430189
TX_30_100_P02,"[1.125, 16, 1.5, 16, 0.5, 33.5]",100,5,7,12823.298976723025,-458048.0902096991,30,390669.59133897553,46.12,-1.1183057440901878,-11031.57532422099,5,8329643.396906659
TX_30_100_P03,"[0.875, 16, 1.25, 16, 0.5, 36.5]",100,5,7,11672.919869234058,-448504.25457476976,30,380939.10558665486,48.62,-1.0929750140416974,-9994.110481321088,5,8356781.320878389
TX_30_100_R01,"[33, 241]",100,5,7,15330.328907138613,-512368.24351758906,30,441556.3527872518,44.25,-1.096441878140601,-13333.98485751634,5,8315584.407968069
TX_30_100_R02,"[36, 231]",100,5,7,14881.460222270474,-533438.452779745,30,460468.04254720063,46.12,-1.0695608198636062,-12952.641967013233,5,8373934.557926802
TX_30_100_R03,"[40, 199]",100,5,7,12851.845449977965,-492560.2250616069,30,426366.03869570896,48.62,-1.1534992775934474,-11215.197874663781,5,8355678.844754626
TX_30_105_P01,"[1.25, 16, 1.75, 16, 0.5, 31.5]",105,6,7,10106.579382744872,-342975.3933537723,30,291928.314536105,44.5,-1.283185156676458,-8680.848815909456,5,8736880.40925153
TX_30_105_P02,"[1.125, 16, 1.5, 16, 0.5, 33.5]",105,6,7,9468.45091219013,-338182.25157599,30,287897.9614692223,46.12,-1.2835733224495935,-8130.449727637351,5,8749589.359155025
TX_30_105_P03,"[1, 16, 1.375, 16, 0.5, 36.5]",105,6,7,9131.828174083885,-351985.9248271046,30,297746.7654769338,48.88,-1.1845332365691434,-7786.640919751488,5,8828098.801073309
TX_30_105_R01,"[33, 263]",105,6,7,12409.71824182968,-415901.40166375355,30,356418.69891402696,44.5,-1.1624431137599394,-10733.886164951187,5,8791415.48955714
TX_30_105_R02,"[36, 231]",105,6,7,11006.61509512887,-394503.8181538243,30,339922.64279543614,46.12,-1.2309292161663532,-9562.88307171127,5,8793057.480677662
TX_30_105_R03,"[40, 215]",105,6,7,10222.01468279823,-393281.20533219253,30,338654.0988881123,48.88,-1.2200323944097804,-8873.583975136682,5,8836998.192513002
TX_30_110_P01,"[1.5, 16, 2, 16, 0.5, 31.5]",110,6,7,9877.353909192778,-337655.991124271,30,289140.34330597107,45,-1.3373679302493038,-8534.733774014114,5,9239298.76998895
TX_30_110_P02,"[1.25, 16, 1.75, 16, 0.5, 33.5]",110,6,7,9116.759385005185,-327320.013482531,30,279928.1205279453,46.5,-1.3348079889906408,-7863.983169639754,5,9256823.376035936
TX_30_110_P03,"[1.125, 16, 1.625, 16, 0.5, 36.5]",110,6,7,8839.801781835009,-342377.76700511517,30,290986.56814058154,49.25,-1.2268034521457294,-7572.916344233296,5,9343717.947591275
TX_30_110_R01,"[33, 291]",110,6,7,11975.498021660505,-401907.8190071259,30,346351.4411461478,45,-1.2120015143765686,-10415.357175496649,5,9283787.71695387
TX_30_110_R02,"[36, 262]",110,6,7,10851.350608570621,-390375.00174997805,30,338342.628954348,46.5,-1.2626862123481948,-9482.575560761348,5,9305658.171306146
TX_30_110_R03,"[40, 249]",110,6,7,10312.811829133581,-397636.07103125326,30,344393.3653862391,49.25,-1.2316225417758897,-9004.185877031105,5,9365998.300051387
TX_30_115_P01,"[1.375, 16, 2.125, 16, 0.5, 33.5]",115,6,7,9001.140371903015,-325411.6665846035,30,278734.41995533934,47,-1.3462303180229638,-7775.99854153454,5,9764291.443695175
TX_30_115_P02,"[1.125, 16, 1.625, 16, 0.5, 36.5]",115,6,7,7740.022997188613,-299764.6328349245,30,256983.65060407514,49.25,-1.3922371549786154,-6688.434372294519,5,9758462.90231405
TX_30_115_R01,"[36, 302]",115,6,7,10994.62710034074,-396093.23759158846,30,344680.47730481956,47,-1.263735771519942,-9645.748605072255,5,9811686.368223228
TX_30_115_R02,"[40, 249]",115,6,7,8948.995018465712,-345031.28077597317,30,301500.98334556597,49.25,-1.3998053081128041,-7883.266010329962,5,9778171.44323014
TX_30_120_P01,"[1.25, 16, 1.875, 16, 0.5, 36.5]",120,6,7,7454.45010884039,-290093.60746705916,30,249625.3172503753,49.62,-1.441067114552467,-6465.571183870928,5,10266103.358453047
TX_30_120_R01,"[40, 277]",120,6,7,8693.394097393959,-335580.953534243,30,294610.9778986759,49.62,-1.4444906946406209,-7693.728686847633,5,10280041.166079339
TX_30_30_P01,"[1, 12, 1.25, 12, 0.5, 17]",30,3,7,29743.863008013082,-685475.7982670668,30,424564.39583482733,29.25,-0.09038136908329439,-19884.24778145605,5,1615791.2890251835
TX_30_30_P02,"[0.75, 12, 1, 12, 0.5, 19.5]",30,3,7,27369.215164547346,-708128.9188797369,30,440025.0020911811,31.25,-0.08661994383990576,-18028.69755854319,5,1617704.8022352078
TX_30_30_P03,"[0.75, 12, 0.875, 12, 0.5, 22.5]",30,3,7,25938.047487643955,-745544.2777132705,30,459120.07392912195,34.12,-0.07574618959449637,-16831.809316127816,5,1625162.0471483362
TX_30_30_P04,"[0.75, 14, 1, 14, 0.5, 25.5]",30,3,7,24659.157047374036,-758072.0041786925,30,419975.4144631022,37.25,-0.054573301695958934,-15428.941890951162,5,1637413.5351194455
TX_30_30_P05,"[1, 15, 1.25, 15, 0.5, 28.5]",30,3,7,27838.539557387856,-854909.7365598035,30,472388.31657004415,40.75,-0.033378027828860055,-15557.108451442964,5,1649442.956179888
TX_30_30_P06,"[0.75, 12, 0.75, 12, 0.5, 31.5]",30,3,7,22147.90070276572,-821725.2255627462,30,480624.0782452115,43,-0.04806031925486569,-13542.273873495089,5,1642380.4362566827
TX_30_30_P07,"[0.75, 12, 0.875, 12, 0.5, 34]",30,3,7,21211.945442091346,-832427.316021466,30,451255.75388742436,45.62,-0.03963538038391529,-12669.169520380248,5,1646729.046664029
TX_30_30_P08,"[0.75, 12, 1, 12, 0.5, 36.5]",30,3,7,20224.596497985793,-837195.2072559828,30,450508.57522810163,48.25,-0.033260331021086505,-11815.497373141152,5,1651344.541660912
TX_30_30_R01,"[18, 130]",30,3,7,33116.23143640902,-790736.1862116766,30,403041.4622779684,29.25,-0.0765172813107575,-20968.23677105965,5,1618135.7598219041
TX_30_30_R02,"[21, 111]",30,3,7,30810.47190107734,-803841.9376148225,30,477974.44641131494,31.25,-0.07920147621195846,-19473.946601881595,5,1620002.6235960794
TX_30_30_R03,"[24, 104]",30,3,7,29216.581734533353,-844021.0133200102,30,499793.3651221647,34.12,-0.07158238452289019,-18218.447540391677,5,1625346.022951512
TX_30_30_R04,"[27, 146]",30,3,7,29048.83283148087,-877160.2452475925,30,462499.31669185765,37.25,-0.04587550767832267,-17017.90340506206,5,1639908.9446048422
TX_30_30_R05,"[30, 173]",30,3,7,27866.008601881655,-843738.3796024591,30,467182.85616886,40.75,-0.03371410807646887,-15608.776554553835,5,1647483.8173723326
TX_30_30_R06,"[33, 118]",30,3,7,25876.297969806918,-955035.0541785059,30,524804.8532127785,43,-0.042331082427709665,-14880.112800018984,5,1641928.0340652138
TX_30_30_R07,"[36, 135]",30,3,7,25449.660880695472,-975883.2624578463,30,504388.4626376924,45.62,-0.034616015237373066,-14218.84538164901,5,1645835.3337490447
TX_30_30_R08,"[40, 149]",30,3,7,25263.299240897446,-985582.3945688372,30,525745.6975202226,48.25,-0.030764817721952675,-13861.15804791632,5,1649340.6063880916
TX_30_35_P01,"[1, 12, 1.25, 12, 0.5, 17]",35,3,7,32637.881969488782,-752132.005935379,30,505032.73446388077,29.25,-0.15282362685243217,-23652.646752466462,5,2043676.7613529984
TX_30_35_P02,"[0.75, 12, 1, 12, 0.5, 19.5]",35,3,7,29645.507865024956,-767003.6657901412,30,515984.6497843357,31.25,-0.1466070569002821,-21140.81531053606,5,2049305.6738848644
TX_30_35_P03,"[0.75, 12, 0.875, 12, 0.5, 22.5]",35,3,7,28289.232250336394,-813105.710042364,30,542782.0663982889,34.12,-0.12828869503840512,-19898.815677561794,5,2063153.4286723295
TX_30_35_P04,"[0.75, 14, 1, 14, 0.5, 25.5]",35,3,7,27644.90635383405,-849818.6255697684,30,511127.6375460786,37.25,-0.09201416333632877,-18777.28026321205,5,2080250.4723217802
TX_30_35_P05,"[1, 15, 1.25, 15, 0.5, 28.5]",35,3,7,26664.394749790074,-818693.5783728076,30,529956.8911538132,40.75,-0.06581242403509344,-17452.352684260117,5,2101090.697119193
TX_30_35_P06,"[0.75, 12, 0.75, 12, 0.5, 31.5]",35,3,7,24739.601460744365,-917854.4260843685,30,582661.4252613792,43,-0.0811933399578888,-16417.146430879202,5,2094436.9493157524
TX_30_35_P07,"[0.75, 12, 0.875, 12, 0.5, 34]",35,3,7,24048.73620902564,-943717.1632634713,30,554877.1275002122,45.62,-0.06670795515793522,-15578.047021952476,5,2099239.038303022
TX_30_35_P08,"[0.75, 12, 1, 12, 0.5, 36.5]",35,3,7,23236.560473150625,-961832.9027601404,30,560572.8254204124,48.25,-0.05573343122941362,-14701.812078164292,5,2107328.0195751297
TX_30_35_R01,"[18, 130]",35,3,7,35933.769711276014,-857939.5151310874,30,481541.04353574145,29.25,-0.13215445010310983,-25051.228122799563,5,2043299.470301549
TX_30_35_R02,"[21, 111]",35,3,7,32864.22715689879,-857382.0836272907,30,559547.6641810259,31.25,-0.13686997085377034,-22797.318565807545,5,2054235.2015659178
TX_30_35_R03,"[24, 104]",35,3,7,31234.844849432717,-902292.9358502754,30,586893.2268412167,34.12,-0.12394298152009114,-21393.28420229166,5,2065159.926825315
TX_30_35_R04,"[27, 146]",35,3,7,32115.979049505444,-969692.4538976518,30,564281.1810534643,37.25,-0.0796776455622681,-20762.31029956548,5,2086177.5947409892
TX_30_35_R05,"[30, 173]",35,3,7,31434.75321005874,-951633.9785270536,30,581205.1215831855,40.75,-0.058632089072135136,-19417.47479336662,5,2099611.3984884047
TX_30_35_R06,"[33, 118]",35,3,7,28380.553665544223,-1047416.2624811273,30,633785.9446912897,43,-0.07365780436307548,-17969.87735092413,5,2096034.1039941018
TX_30_35_R07,"[36, 135]",35,3,7,28307.97487817834,-1085423.9137488205,30,617539.7297002438,45.62,-0.06029042832517443,-17408.135414793593,5,2100648.047475057
TX_30_35_R08,"[40, 149]",35,3,7,28324.138838838924,-1104919.9451570509,30,648552.6701818664,48.25,-0.05362322501169617,-17098.571325796645,5,2108276.8693745476
TX_30_40_P01,"[1, 12, 1.25, 12, 0.5, 17]",40,4,7,32302.805549859826,-744335.236745892,30,527262.0034593762,29.25,-0.23785392036439404,-24694.95137101798,5,2488361.81709552
TX_30_40_P02,"[0.75, 12, 1, 12, 0.5, 19.5]",40,3,7,31633.06795666925,-818384.993164821,30,574914.2064666306,31.25,-0.2287402413638224,-23556.150245796143,5,2501872.2173637976
TX_30_40_P03,"[0.75, 12, 0.875, 12, 0.5, 22.5]",40,3,7,30346.914146326486,-872209.5971043844,30,609549.5848083011,34.12,-0.20037519265666293,-22347.25802149925,5,2524110.48807537
TX_30_40_P04,"[0.75, 14, 1, 14, 0.5, 25.5]",40,3,7,30271.692672086458,-930500.6805643719,30,589370.8422814785,37.25,-0.14346404305560925,-21652.861670262446,5,2549253.342902318
TX_30_40_P05,"[1, 15, 1.25, 15, 0.5, 28.5]",40,3,7,29845.46831253227,-916215.4049906166,30,627399.2127942336,40.75,-0.10220973198322802,-20662.085517549916,5,2582738.4821078302
TX_30_40_P06,"[0.75, 12, 0.75, 12, 0.5, 31.5]",40,3,7,27005.698289777894,-1001881.3337250283,30,670739.4633757753,43,-0.12682685034621144,-18899.291762828638,5,2575210.958652991
TX_30_40_P07,"[0.75, 12, 0.875, 12, 0.5, 34]",40,3,7,26540.042915021524,-1041424.1200619895,30,647292.9349272281,45.62,-0.10398879917237192,-18173.25828999476,5,2581603.707154365
TX_30_40_P08,"[0.75, 12, 1, 12, 0.5, 36.5]",40,3,7,25895.10993287945,-1071812.9532118589,30,661292.5563029924,48.25,-0.08666131717726584,-17343.865947639468,5,2594941.6653095707
TX_30_40_R01,"[18, 130]",40,4,7,35625.07725140698,-850468.8647496526,30,509852.5274925283,29.25,-0.20890159770067704,-26526.372791403974,5,2485519.4789335583
TX_30_40_R02,"[21, 111]",40,3,7,34761.54332317188,-906828.6306145649,30,622374.2182014461,31.25,-0.21659717529896125,-25357.98230200904,5,2509544.8820372396
TX_30_40_R03,"[24, 104]",40,3,7,33076.63437694886,-955458.6734739703,30,654886.4502236774,34.12,-0.19649774458072164,-23872.41784465499,5,2527682.361893017
TX_30_40_R04,"[27, 146]",40,3,7,34847.16072227755,-1052055.3359506393,30,652574.346570825,37.25,-0.12683373950115312,-24012.014637495486,5,2559732.3346280362
TX_30_40_R05,"[30, 173]",40,3,7,34586.70177190996,-1046862.068868921,30,685167.8701863834,40.75,-0.09351863224518671,-22891.443007426464,5,2582422.090878959
TX_30_40_R06,"[33, 118]",40,3,7,30562.760173819548,-1127899.1573067156,30,727340.0065042673,43,-0.11743970491069362,-20622.855888766437,5,2579703.8297069496
TX_30_40_R07,"[36, 135]",40,3,7,30789.007569110694,-1180478.535713152,30,718346.6481815273,45.62,-0.09625839125202848,-20250.351125586883,5,2586412.6107231686
TX_30_40_R08,"[40, 149]",40,3,7,30973.344534123647,-1208175.5979645913,30,759930.7427522433,48.25,-0.08568852878471382,-20035.281225050494,5,2600107.6497019366
TX_30_45_P01,"[1, 12, 1.25, 12, 0.5, 17]",45,4,7,33720.204409770835,-776971.3818103423,30,563287.5716512552,29.25,-0.3502576407458628,-26383.003024945392,5,2955446.732366575
TX_30_45_P02,"[0.75, 12, 1, 12, 0.5, 19.5]",45,3,7,32889.866880362904,-850881.319211672,30,614732.2598866497,31.25,-0.337262507238145,-25187.99342112162,5,2973714.682205101
TX_30_45_P03,"[0.75, 12, 0.875, 12, 0.5, 22.5]",45,3,7,31703.397159626023,-911178.0693246032,30,656460.4070505728,34.12,-0.29582487484530223,-24067.39706114704,5,3006294.9852126366
TX_30_45_P04,"[0.75, 14, 1, 14, 0.5, 25.5]",45,3,7,32214.554530007183,-990189.1154682518,30,650540.9619244438,37.25,-0.2117906112081564,-23900.669240063922,5,3043729.311566137
TX_30_45_P05,"[1, 15, 1.25, 15, 0.5, 28.5]",45,3,7,32377.227973548746,-993861.452637186,30,709863.9441146558,40.75,-0.15059731848647334,-23378.202750509117,5,3093957.3800795134
TX_30_45_P06,"[0.75, 12, 0.75, 12, 0.5, 31.5]",45,3,7,28653.155099366115,-1062974.8341470985,30,739582.1880288662,43,-0.1875527000884579,-20839.27290620458,5,3083264.1928848894
TX_30_45_P07,"[0.75, 12, 0.875, 12, 0.5, 34]",45,3,7,28427.16077977707,-1115443.0244296459,30,722788.9321567551,45.62,-0.15363897674744895,-20293.169965141016,5,3093149.2089747624
TX_30_45_P08,"[0.75, 12, 1, 12, 0.5, 36.5]",45,3,7,27966.46997670862,-1157511.055537841,30,746388.1403454543,48.25,-0.12785879422006166,-19575.913175205005,5,3113673.969463678
TX_30_45_R01,"[18, 130]",45,4,7,37131.291775145175,-886390.0982782404,30,546639.4572725329,29.25,-0.3109777519040228,-28441.97149460322,5,2949683.6169335092
TX_30_45_R02,"[21, 111]",45,3,7,35942.21495617809,-937602.1063707588,30,664044.3033969201,31.25,-0.3225839724632139,-27056.27468983858,5,2984045.1259317095
TX_30_45_R03,"[24, 104]",45,3,7,34241.44627135028,-989083.2363299428,30,700859.0544908441,34.12,-0.29314701912896624,-25548.59342323232,5,3010804.5221165367
TX_30_45_R04,"[27, 146]",45,3,7,36882.56534488825,-1113450.5502429756,30,722177.665599027,37.25,-0.19008537084634652,-26573.654412430737,5,3059553.790317116
TX_30_45_R05,"[30, 173]",45,3,7,37050.50130514555,-1121328.3501944565,30,772620.4805871405,40.75,-0.1404909790752856,-25813.568507046883,5,3095134.666432049
TX_30_45_R06,"[33, 118]",45,3,7,32110.94682506836,-1185000.8006773388,30,799537.1103280038,43,-0.1762540868917078,-22670.157190120706,5,3090964.1088741715
TX_30_45_R07,"[36, 135]",45,3,7,32627.006288149543,-1250902.3594744476,30,800066.9418498363,45.62,-0.14469676424713235,-22554.350635272338,5,3101818.322908033
TX_30_45_R08,"[40, 149]",45,3,7,32968.72104652751,-1285953.9029271575,30,852368.7847168611,48.25,-0.12892998304371758,-22472.546949075975,5,3123271.823899723
TX_30_50_P01,"[1, 12, 1.25, 12, 0.5, 17]",50,4,7,33535.64062601802,-772719.7744491333,30,572104.7720810387,29.25,-0.4888772773549499,-26796.873716052924,5,3403935.4159435173
TX_30_50_P02,"[0.75, 12, 1, 12, 0.5, 19.5]",50,3,7,32612.96903699672,-843720.933791385,30,624941.5506966766,31.25,-0.47122259165432334,-25606.724564863645,5,3426242.2623955924
TX_30_50_P03,"[0.75, 12, 0.875, 12, 0.5, 22.5]",50,3,7,31608.571697004478,-908455.2022578784,30,672184.4719589008,34.12,-0.41392133805644876,-24644.232217697216,5,3470535.3629188305
TX_30_50_P04,"[0.75, 14, 1, 14, 0.5, 25.5]",50,3,7,32756.533220771675,-1006840.106775084,30,682348.8707274793,37.25,-0.29665616000250616,-25070.01650153358,5,3524247.716118328
TX_30_50_P05,"[1, 15, 1.25, 15, 0.5, 28.5]",50,3,7,33583.6375482306,-1030848.2171223264,30,762895.8202515093,40.75,-0.21082250826386167,-25125.39030609133,5,3594620.412229956
TX_30_50_P06,"[0.75, 12, 0.75, 12, 0.5, 31.5]",50,3,7,29069.86673664824,-1078430.548017341,30,775426.746164814,43,-0.2631322896634162,-21849.558505731915,5,3578206.7151583787
TX_30_50_P07,"[0.75, 12, 0.875, 12, 0.5, 34]",50,3,7,29127.119995884248,-1142900.2994294127,30,767289.4575794938,45.62,-0.21551683734775487,-21543.041399888873,5,3593629.3583618873
TX_30_50_P08,"[0.75, 12, 1, 12, 0.5, 36.5]",50,3,7,28897.4385319353,-1196030.2589429435,30,800799.8136523974,48.25,-0.17924008589371204,-21003.398582144528,5,3623013.9257824365
TX_30_50_R01,"[18, 130]",50,4,7,36894.64627778728,-880732.0954498643,30,557123.4086263404,29.25,-0.43761734935834595,-28989.4903767376,5,3396183.0932623404
TX_30_50_R02,"[21, 111]",50,3,7,35448.875057072204,-924727.1482293807,30,673571.7648039309,31.25,-0.45401126388741475,-27445.046897157037,5,3438894.207228673
TX_30_50_R03,"[24, 104]",50,3,7,33836.32695998556,-977377.5734762179,30,713207.0797537646,34.12,-0.4132440426536013,-25999.1406060896,5,3475164.08903128
