Edition	Footnote	Type	Designation							A 	d	tw	tw/2	bf	tf	T	k	k1	W	bf/2tf	h/tw	Fy'''	X1	X2x106	Ix	Zx	Sx	rx	y	yp	Iy	Zy	Sy	ry	x	xp	rz	maxf	Grip	eo	Qs36	Qs50	Qs36c	Qs50c	Qs36s	Qs50s	Astem	tan(a)	twstem	twstem/2	OD	ID	twall	J	t	Iy'	Sy'	ry'	sched	Anet36	d1A36	IxA36	SxA36	rxA36	y1A36	ryA36	AnetASTM	d1ASTM	IxASTM	SxASTM	rxASTM	y1ASTM	ryASTM	d/t	ry0	ry1_4	ry3_8	ry1_2	ry5_8	ry3_4	d/Af	rT	Fy''	Cw	Fy'	Cc50'	Cc36'	a	Wno	Sw	Qf	Qw	B	Ht / t	Ht	tnom	tdes	b / t	C	ro	H	ddet	bfdet	twdet	tfdet	kdes	kdet	B/t	Sz	Qs
Historic	7	B	B20a							20.12	19.88	0.41		8.855	0.696	17.091	1.394		68.5	6.36	41.7	37	2228	6553	1366	153.2	137.4	8.24			71	26	16	1.88																				2.91																														6532				76.3	42.5	65.4	28.2	76.6																		
Historic	1	B	B20							19.95	20	0.49		7.69	0.705	17.263	1.369		68	5.45	35.2	52	2474	5025	1269.6	146.8	127	7.98			45.7	20	11.9	1.51																				3.09																														4253				59.7	37.1	50.3	24.5	73.5																		
Historic	11	CB	CB20							19.12	20.25	0.416		8.046	0.69	17.745	1.253		65	5.83	42.7	35	2077	9195	1309.9	145.6	129.4	8.28			60	23.2	14.9	1.77																				2.36																														5739				79.4	39.3	54.6	25.7	72.8																		
Historic	10	B	B20							19.08	20.25	0.415		8.045	0.69	17.675	1.288		65	5.83	42.6	35	2176	7651	1305.6	145.5	128.9	8.27			53.5	21.6	13.3	1.67																				2.57																														5117				71.8	39.3	54.6	25.7	72.8																		
Historic	4	B	B20							18.86	20	0.45		8.075	0.647	17.487	1.257		64.5	6.25	38.9	43	2210	7659	1222.1	140.3	122.2	8.05			49.8	20.4	12.3	1.62																				2.41																														4663				70.7	39.1	51	23.9	70.2																		
Historic	6	B	B20							18.79	20.12	0.4		8.025	0.705	17.515	1.303		64.5	5.7	43.8	34	2204	7093	1283.2	144.7	127.6	8.26			54.3	21.9	13.5	1.7																				2.63																														5117				71	39	55.1	26.1	72.4																		
Historic	2	B	B20							18.86	20	0.45		8.075	0.647	17.487	1.257		64	6.25	38.9	43	2210	7659	1222.1	140.3	122.2	8.05			49.8	20.4	12.3	1.62																				2.41																														4663				70.7	39.1	51	23.9	70.2																		
Historic	1	B	B20							18.55	20	0.42		7.62	0.705	17.263	1.369		63	5.4	41.1	38	2330	5952	1223	139.8	122.3	8.12			44.3	19.3	11.6	1.54																				2.73																														4123				62.5	36.8	49.4	24.5	70																		
Historic	6	B	B20							18.11	20.06	0.39		8.015	0.675	17.515	1.273		62	5.94	44.9	32	2132	8161	1227.9	138.9	122.4	8.23			51.5	20.8	12.9	1.69																				2.35																														4838				73.1	38.8	52.5	24.9	69.5																		
Historic	11	CB	CB201N							17.65	20.12	0.395		8.025	0.625	17.745	1.188		60	6.42	44.9	32	1922	12721	1189.1	132.9	118.2	8.21			53.9	20.9	13.4	1.75																				1.82																														5121				85.3	39.1	49	23.2	66.5																		
Historic	1	B	B20							17.65	20	0.375		7.58	0.705	17.263	1.369		60	5.38	46	30	2250	6513	1193.1	135.4	119.3	8.22			43.4	19	11.5	1.57																				2.55																														4039				64.1	36.6	48.8	24.5	67.8																		
Historic	10	B	B20							17.63	20.12	0.395		8.025	0.625	17.675	1.223		60	6.42	44.7	32	2023	10412	1185.5	132.9	117.8	8.2			47.5	19.3	11.8	1.64																				2.01																														4513				76.3	39.1	49	23.2	66.5																		
Historic	4	B	B20							17.36	20	0.375		8	0.647	17.487	1.257		59.5	6.19	46.6	30	2064	9271	1172.2	132.8	117.2	8.22			48.3	19.7	12.1	1.66																				2.1																														4523				74.6	38.7	50	23.9	66.5																		
Historic	6	B	B20							17.33	20	0.375		8	0.645	17.515	1.243		59.5	6.21	46.7	30	2048	9561	1169.7	132.6	117	8.22			48.6	19.7	12.2	1.68																				2.07																														4552				75.5	38.7	49.9	23.8	66.3																		
Historic	2	B	B20							17.36	20	0.375		8	0.647	17.487	1.257		59	6.19	46.6	30	2064	9271	1172.2	132.8	117.2	8.22			48.3	19.7	12.1	1.66																				2.1																														4523				74.6	38.7	50	23.9	66.5																		
Historic	1	B	B20							17.15	20	0.35		7.55	0.705	17.263	1.369		58.5	5.35	49.3	26	2209	6811	1176.3	132.8	117.6	8.28			43	18.7	11.4	1.58																				2.45																														4002				65	36.4	48.5	24.5	66.5																		
Historic	7	B	B20							16.51	19.88	0.375		8	0.585	17.515	1.183		56	6.84	46.7	30	1927	12609	1086.1	123	109.3	8.11			43.5	17.8	10.9	1.62																				1.68																														4049				79.1	38.6	45.1	21.5	61.5																		
Historic	11	CB	CB201N							16.19	20	0.37		8	0.565	17.745	1.128		55	7.08	48	28	1769	17896	1075.6	120.8	107.6	8.15			48.3	18.7	12.1	1.73																				1.4																														4561				92	38.9	43.9	20.9	60.4																		
Historic	10	B	B20							16.16	20	0.37		8	0.565	17.675	1.163		55	7.08	47.8	28	1870	14387	1071.9	120.7	107.2	8.14			41.8	17.2	10.5	1.61																				1.55																														3947				81.2	38.9	43.9	20.9	60.4																		
Historic	20	WFCB	18WF	 CB183							36.45	18.64	0.651		11.889	1.071	15.173	1.734		124	5.55	23.3	-	3457	1030	2227.1	268	239	7.82			281.9	77.4	47.4	2.78																				11.7																														21754				69.4	52.2	166	52.9	134																	
Historic	13	WFB	18WF	 B18b							36.45	18.64	0.651		11.889	1.071	15.37	1.635		124	5.55	23.6	-	3539	937	2227.1	268	239	7.82			281.9	77.4	47.4	2.78																				12.2																														21754				67.8	52.2	166	52.9	134																	
Historic	14	WFB	18WF	 B18b							33.51	18.48	0.595		11.833	0.991	15.37	1.555		114	5.97	25.8	-	3281	1253	2033.8	245.6	220.1	7.79			255.6	70.8	43.2	2.76																				9.71																														19545				72.2	51.7	152	48.7	123																	
Historic	21	WFCB	18WF	 CB183							33.51	18.48	0.595		11.833	0.991	15.173	1.654		114	5.97	25.5	-	3196	1391	2033.8	245.6	220.1	7.79			255.6	70.8	43.2	2.76																				9.21																														19545				74.1	51.7	152	48.7	123																	
Historic	21	WFCB	18WF	 CB183							30.86	18.32	0.554		11.792	0.911	15.173	1.574		105	6.47	27.4	-	2956	1893	1852.5	224.7	202.2	7.75			231	64.6	39.2	2.73																				7.22																														17502				79.2	51.3	138	44.6	112																	
Historic	14	WFB	18WF	 B18b							30.86	18.32	0.554		11.792	0.911	15.37	1.475		105	6.47	27.7	-	3045	1681	1852.5	224.7	202.2	7.75			231	64.6	39.2	2.73																				7.66																														17502				76.9	51.3	138	44.6	112																	
Historic	18	CB	CB183							29.4	18.24	0.498		12.069	0.864	14.985	1.627		100	6.98	30.1	-	2785	2322	1783.4	215.1	195.6	7.79			253.4	63.9	42	2.94																				6.3																														19123				88.7	52.4	137	43.4	108																		
Historic	6	G	G18							29.25	18.12	0.52		11.54	0.9	14.734	1.693		100	6.41	28.3	-	3124	1504	1725.7	213.2	190.5	7.68			202.6	56.4	35.1	2.63																				7.55																														15020				71.8	49.7	129	42.7	107																		
Historic	19	CB	CB183N							29.12	18.27	0.485		11.795	0.885	15.179	1.548		99	6.66	31.3	-	2798	2263	1771.1	214.5	194.5	7.81			242.2	62.5	41.1	2.88																				6.35																														18309				86.4	51.3	134	43.5	107																		
Historic	11	G	G18							29.11	18.25	0.485		11.795	0.885	14.882	1.684		99	6.67	30.7	-	2996	1731	1767.7	213.9	193.7	7.79			211.2	57.5	35.8	2.69																				7.22																														15922				75.6	51.2	134	43.4	107																		
Historic	14	WFB	18WF	 B18b							28.22	18.16	0.512		11.75	0.831	15.37	1.395		96	7.07	30	-	2809	2314	1674.7	204	184.4	7.7			206.8	58.4	35.2	2.71																				5.93																														15525				82.3	50.9	124	40.5	102																	
Historic	21	WFCB	18WF	 CB183							28.22	18.16	0.512		11.75	0.831	15.173	1.494		96	7.07	29.6	-	2715	2652	1674.7	204	184.4	7.7			206.8	58.4	35.2	2.71																				5.54																														15525				85.2	50.9	124	40.5	102																	
Historic	18	CB	CB183							27.35	18.12	0.463		12.034	0.805	14.985	1.568		93	7.47	32.4	61	2603	3023	1648.4	199.3	181.9	7.76			234	59.2	38.9	2.93																				5.11																														17539				94.2	52.1	126	40.3	99.6																		
Historic	6	G	G18							27.14	18	0.48		11.5	0.84	14.734	1.633		93	6.85	30.7	-	2930	1925	1593.4	197.4	177	7.66			185.1	51.8	32.2	2.61																				6.18																														13627				75.5	49.3	119	39.7	98.8																		
Historic	11	G	G18							27.13	18.12	0.46		11.77	0.82	14.882	1.619		92	7.18	32.4	62	2813	2230	1628.5	197.9	179.8	7.75			192.2	52.6	32.7	2.66																				5.88																														14382				79.6	50.9	123	40.1	99.1																		
Historic	2	G	G18							27.12	18	0.48		11.5	0.839	14.698	1.651		92	6.86	30.6	-	2947	1881	1591.4	197.2	176.8	7.66			182.6	51.4	31.8	2.59																				6.25																														13445				74.7	49.3	119	39.6	98.7																		
Historic	1	G	G18							27.09	18	0.47		11.5	0.845	14.527	1.736		92	6.81	30.9	-	3050	1625	1595.3	197.4	177.3	7.67			172.4	49.8	30	2.52																				6.74																														12685				69.8	49.3	120	40	98.9																		
Historic	19	CB	CB183N							27.06	18.14	0.46		11.77	0.817	15.179	1.48		92	7.2	33	59	2607	3011	1631.8	197.9	179.9	7.76			222.2	57.5	37.8	2.87																				5.07																														16666				92.3	51	123	40	98.9																		
Historic	6	G	G18							25.4	17.88	0.46		11.48	0.78	14.734	1.573		87.5	7.36	32	63	2765	2436	1472.8	183.5	164.7	7.61			168.9	47.6	29.4	2.58																				5.1																														12348				79.2	49.1	110	36.7	91.8																		
Historic	11	G	G18							25.35	18	0.44		11.75	0.76	14.882	1.559		86	7.74	33.8	56	2650	2842	1503.6	183.5	167.1	7.7			174.9	48.2	29.8	2.63																				4.82																														12997				83.5	50.6	113	37	91.9																		
Historic	18	CB	CB183							25.29	18	0.429		12	0.745	14.985	1.508		86	8.05	34.9	53	2419	4028	1514.1	183.5	168.2	7.74			214.7	54.4	35.8	2.91																				4.08																														15981				101	51.8	116	37.2	91.7																		
Historic	19	CB	CB183N							25.29	18.02	0.44		11.75	0.757	15.179	1.42		86	7.76	34.5	54	2441	3934	1506.6	183.5	167.2	7.72			204.8	53.1	34.9	2.85																				4.11																														15255				98.1	50.7	113	36.9	91.7																		
Historic	21	WFCB	18WF	 CB182							24.97	18.32	0.526		8.838	0.911	15.173	1.574		85	4.85	28.8	-	3023	1901	1429.9	176	156.1	7.57			99.4	36.7	22.5	2																				5.57																														7531				59.2	38.5	77.4	33	88																	
Historic	14	WFB	18WF	 B18a							24.97	18.32	0.526		8.838	0.911	15.537	1.392		85	4.85	29.5	-	3048	1841	1429.9	176	156.1	7.57			99.4	36.7	22.5	2																				5.66																														7531				58.7	38.5	77.4	33	88																	
Historic	8	G	G18							23.81	17.75	0.44		11.46	0.715	14.734	1.508		81	8.02	33.5	57	2576	3257	1360.6	168.6	153.3	7.56			151.7	43.1	26.5	2.52																				4.09																														11006				83.5	48.8	99.9	33.5	84.4																		
Historic	19	CB	CB183N							25.32	17.9	0.42		11.73	0.697	15.179	1.36		80	8.41	36.1	49	2360	5243	1383.4	169.2	154.6	7.67			187.6	48.7	32	2.82																				3.28																														13877				105	50.4	103	33.9	84.6																		
Historic	11	G	G18							23.59	17.88	0.42		11.73	0.7	14.882	1.499		80	8.38	35.4	51	2490	3671	1380.7	169.3	154.4	7.65			157.8	43.8	26.9	2.59																				3.91																														11644				87.8	50.4	103	34	84.7																		
Historic	18	CB	CB182							22.94	18.24	0.471		8.565	0.866	14.985	1.629		78	4.95	31.8	64	2868	2301	1318.8	161	144.6	7.58			90.9	32.7	21.2	1.99																				4.68																														6861				61.6	37.2	69	30.4	80.5																		
Historic	12	B	B18a							22.7	18.16	0.48		8.79	0.831	15.191	1.485		77	5.29	31.6	64	2877	2303	1287.1	159.2	141.7	7.53			85	31.1	19.3	1.93																				4.57																														6381				60.1	38.1	69.5	29.9	79.6																		
Historic	21	WFCB	18WF	 CB182							22.63	18.16	0.475		8.787	0.831	15.173	1.494		77	5.29	31.9	63	2761	2699	1286.8	158.9	141.7	7.54			88.6	33	20.2	1.98																				4.22																														6652				63.9	38.1	69.5	29.9	79.4																	
Historic	14	WFB	18WF	 B18a							22.63	18.16	0.475		8.787	0.831	15.537	1.312		77	5.29	32.7	60	2788	2597	1286.8	158.9	141.7	7.54			88.6	33	20.2	1.98																				4.3																														6652				63.3	38.1	69.5	29.9	79.4																	
Historic	19	CB	CB182							22.65	18.15	0.48		8.79	0.824	15.179	1.487		77	5.33	31.6	64	2747	2767	1283.9	158.2	141.5	7.53			93.5	32.8	21.3	2.03																				4.16																														7019				66.1	38.1	68.9	29.7	79.1																		
Historic	10	B	B18a							21.79	18.12	0.44		8.77	0.819	15.175	1.473		74	5.36	34.5	54	2783	2551	1249.2	154	137.9	7.57			82.9	30.3	18.9	1.95																				4.22																														6204				61.7	37.9	68.1	29.5	77																		
Historic	4	B	B18a							21.61	18.12	0.44		8.77	0.819	15.175	1.473		74	5.36	34.5	54	2798	2504	1238	154	136.6	7.57			82.9	30.3	18.9	1.96																				4.22																														6204				61.7	37.9	68.1	29.5	77																		
Historic	18	CB	CB182							21.17	18.11	0.436		8.53	0.8	14.985	1.563		72	5.33	34.4	55	2664	3070	1208.1	147.8	133.4	7.55			82.9	29.9	19.4	1.98																				3.72																														6210				65.7	36.9	63	28	73.9																		
Historic	19	CB	CB182N							20.59	18	0.44		8.75	0.748	15.179	1.411		70	5.85	34.5	54	2512	3939	1155.3	142.9	128.4	7.49			83.7	29.4	19.1	2.02																				3.15																														6228				71.5	37.7	61.8	26.8	71.4																		
Historic	12	B	B18a							20.58	18	0.44		8.75	0.751	15.191	1.405		70	5.83	34.5	54	2631	3282	1152.7	143.2	128.1	7.48			74.8	27.6	17.1	1.91																				3.44																														5564				64.7	37.7	62	26.9	71.6																		
Historic	14	WFB	18WF	 B18a							20.56	18	0.438		8.75	0.751	15.537	1.232		70	5.83	35.5	51	2553	3691	1153.9	143.2	128.2	7.49			78.5	29.5	17.9	1.95																				3.25																														5839				68.2	37.7	62	26.9	71.6																	
Historic	27	WFCB	18WF	 CB182							20.56	18	0.438		8.75	0.751	15.173	1.414		70	5.83	34.6	54	2522	3872	1153.9	143.2	128.2	7.49			78.5	29.5	17.9	1.95																				3.17																														5839				69	37.7	62	26.9	71.6																	
Historic	10	B	B18a							20.37	18	0.42		8.75	0.759	15.175	1.413		69	5.77	36.1	49	2615	3287	1153.7	142.9	128.2	7.53			75.6	27.8	17.3	1.93																				3.44																														5618				65	37.7	62.6	27.2	71.5																		
Historic	4	B	B18a							20.2	18	0.42		8.75	0.759	15.175	1.413		69	5.77	36.1	49	2631	3221	1142.5	142.9	126.9	7.52			75.6	27.8	17.3	1.93																				3.44																														5618				65	37.7	62.6	27.2	71.5																		
Historic	18	CB	CB182							19.69	18	0.406		8.5	0.745	14.985	1.508		67	5.7	36.9	47	2492	3981	1117.1	136.9	124.1	7.53			76.4	27.6	18	1.97																				3.03																														5687				69.7	36.7	58	26	68.5																		
Historic	10	B	B18a							18.97	17.88	0.4		8.73	0.699	15.175	1.353		64.5	6.25	37.9	45	2450	4302	1059.7	131.9	118.5	7.47			68.4	25.3	15.7	1.9																				2.77																														5048				68.7	37.5	57.2	25	66																		
Historic	4	B	B18a							18.79	17.88	0.4		8.73	0.699	15.175	1.353		64.5	6.25	37.9	45	2463	4216	1048.5	131.9	117.3	7.47			68.4	25.3	15.7	1.91																				2.77																														5048				68.7	37.5	57.2	25	66																		
Historic	19	CB	CB182N							18.83	17.87	0.405		8.715	0.683	15.179	1.346		64	6.38	37.5	46	2310	5485	1047.2	129.9	117.2	7.46			75.5	26.6	17.3	2																				2.43																														5576				77.1	37.4	55.7	24.4	64.9																		
Historic	12	B	B18a							18.81	17.87	0.405		8.715	0.686	15.191	1.34		64	6.35	37.5	46	2428	4502	1044.6	130.2	116.9	7.45			66.7	24.7	15.3	1.88																				2.67																														4924				69.1	37.4	56	24.5	65.1																		
Historic	14	WFB	18WF	 B18a							18.8	17.87	0.403		8.715	0.686	15.537	1.167		64	6.35	38.6	43	2354	5085	1045.8	130.2	117	7.46			70.3	26.7	16.1	1.93																				2.52																														5190				73.1	37.4	56	24.5	65.1																	
Historic	21	WFCB	18WF	 CB182							18.8	17.87	0.403		8.715	0.686	15.173	1.349		64	6.35	37.7	45	2321	5385	1045.8	130.2	117	7.46			70.3	26.7	16.1	1.93																				2.45																														5190				74.1	37.4	56	24.5	65.1																	
Historic	22	WFCB	18WF	 CB181							17.64	18.25	0.416		7.558	0.695	15.875	1.188		60	5.44	38.2	44	2309	5941	984	121.8	107.8	7.47			47.1	20.6	12.5	1.63																				2.19																														3629				65.5	33.2	43.6	21.8	60.9																	
Historic	23	WFB	18WF	 B18							17.64	18.25	0.416		7.558	0.695	16.066	1.092		60	5.44	38.6	43	2351	5530	984	121.8	107.8	7.47			47.1	20.6	12.5	1.63																				2.27																														3629				64.3	33.2	43.6	21.8	60.9																	
Historic	9	B	B18a							17.48	17.75	0.38		8.71	0.634	15.175	1.288		59	6.87	39.9	40	2273	5864	960.3	120.2	108.2	7.41			60.7	22.6	13.9	1.86																				2.16																														4446				73	37.3	51.4	22.6	60.1																		
Historic	3	B	B18							17.4	18	0.495		7.675	0.592	15.7	1.15		59	6.49	31.7	64	2448	5436	883.3	114	98.1	7.12			39.1	17.1	10.2	1.5																				2.07																														2962				60.9	33.4	37.9	18.5	57																		
Historic	1	B	B18							17.29	18	0.48		7.47	0.619	15.515	1.242		58.5	6.04	32.3	62	2533	4662	883.6	113.9	98.2	7.15			35.9	16.4	9.6	1.44																				2.23																														2711				56.1	32.5	37.5	18.8	57																		
