Model,span,width,Y,girders,girderspacing,numberofdiaphragms,haunch,numberofgirders,minendmoment,maxendmoment,maxmoment,maxZreaction,minZreaction,maxXreaction,minXreaction,mindeflection,Kg,df,df1,df2,LR1,LR2
TX_24_100_P01,100,24,45,"[1.5, 16, 2, 16, 0.5, 31.5]",7.3333,5,2,4,-91.93375393,100684.605,7145736.017,14638.36942,-1998.585439,4.90E-08,-2.72E-08,-0.79367886,499756.5891,0.572818636,0.405835173,0.572818636,0.454542975,0.504017453
TX_24_100_P02,100,24,46.5,"[1.25, 16, 1.75, 16, 0.5, 33.5]",7.3333,5,2,4,-91.41815985,100668.479,7160794.138,14625.90614,-1995.528032,1.18E-08,-2.16E-08,-0.792970045,487618.5674,0.571596119,0.404985889,0.571596119,0.454542975,0.502941772
TX_24_100_P03,100,24,48.88,"[1, 16, 1.375, 16, 0.5, 36.5]",7.3333,5,2.005,4,-74.83444558,100284.0974,7165960.417,14617.38854,-1996.036639,6.96E-09,-2.49E-08,-0.802809083,461052.8974,0.568821931,0.403058657,0.568821931,0.454542975,0.500500791
TX_24_100_R01,100,24,45,"[33, 291]",7.3333,5,4,4,-143.2714067,102973.348,7190368.251,14647.21655,-1979.48604,4.27E-08,-3.13E-08,-0.715855568,423146.4056,0.56460333,0.400127991,0.56460333,0.454542975,0.496788886
TX_24_100_R02,100,24,46.5,"[36, 262]",7.3333,5,2.5,4,-122.1476104,101907.2741,7199241.811,14643.34671,-1986.581959,1.53E-07,-1.27E-07,-0.745555538,380574.0831,0.559439133,0.396540417,0.559439133,0.454542975,0.492244961
TX_24_100_R03,100,24,48.88,"[40, 215]",7.3333,5,0.88,4,-117.1586267,124525.1895,7222899.173,14597.00929,-2014.149205,7.20E-07,-8.05E-07,-0.833874655,322109.568,0.551426226,0.390973841,0.551426226,0.454542975,0.485194483
TX_24_105_P01,105,24,47.12,"[1.5, 16, 2.125, 16, 0.5, 33.5]",7.3333,6,1.995,4,-1236.308088,121630.0776,7608949.462,14549.96314,-2012.811843,1.27E-08,-5.57E-09,-0.811396007,584521.2371,0.573307919,0.404484712,0.573307919,0.454542975,0.504447968
TX_24_105_P02,105,24,49.25,"[1.125, 16, 1.625, 16, 0.5, 36.5]",7.3333,6,2,4,-77.03223324,100474.0194,7544425.272,14602.15204,-2020.304883,9.97E-09,-1.00E-08,-0.834429658,530140.8283,0.568465602,0.401137176,0.568465602,0.454542975,0.500187261
TX_24_105_R01,105,24,47.12,"[36, 302]",7.3333,6,3.12,4,-131.070118,102952.6707,7585290.003,14627.23335,-2011.246455,0.000122869,-5.67E-05,-0.750126982,461217.7204,0.561640622,0.396419005,0.561640622,0.454542975,0.494182028
TX_24_105_R02,105,24,49.25,"[40, 249]",7.3333,6,1.25,4,-775.4063789,121229.1724,7608510.91,14581.72693,-2034.375623,7.94E-08,-4.30E-07,-0.844218587,383390.2734,0.55272929,0.390258522,0.55272929,0.454542975,0.486341035
TX_24_110_P01,110,24,49.62,"[1.25, 16, 1.875, 16, 0.5, 36.5]",7.3333,6,1.995,4,-746.9821368,122178.1272,7975869.659,14542.32917,-2016.694106,1.07E-08,-6.10E-09,-0.881819571,600692.2976,0.56772329,0.399038198,0.56772329,0.454542975,0.499534108
TX_24_110_R01,110,24,49.62,"[40, 277]",7.3333,6,1.62,4,-844.8600711,122372.7265,7979215.396,14576.59645,-2034.039149,3.91E-08,-4.79E-08,-0.878585312,438175.4602,0.552422288,0.388509724,0.552422288,0.454542975,0.486070908
TX_24_115_P01,115,24,50.25,"[1.625, 16, 2.125, 16, 0.5, 36.5]",7.3333,6,2,4,-79.62615907,100838.4764,8296694.939,14590.75557,-2019.648714,1.48E-08,-1.58E-08,-0.899545299,682927.854,0.56745506,0.397346252,0.56745506,0.454542975,0.499298095
TX_24_115_R01,115,24,50.25,"[40, 324]",7.3333,6,2.25,4,-110.638392,101522.8702,8318115.776,14611.53977,-2018.906843,6.47E-08,-6.51E-08,-0.862280013,538070.4291,0.555853779,0.389399032,0.555853779,0.454542975,0.489090243
TX_24_120_P01,120,24,50.62,"[1.75, 16, 2.375, 16, 0.5, 36.5]",7.3333,6,1.995,4,-810.5355564,124192.7027,8715986.756,14539.11608,-2018.356015,5.47E-09,-9.11E-09,-0.953269467,757308.2956,0.566242113,0.395082136,0.566242113,0.454542975,0.498230835
TX_24_120_R01,120,24,50.62,"[40, 362]",7.3333,6,2.62,4,-119.6624472,101973.2786,8670921.889,14605.58431,-2018.779661,1.52E-08,-1.56E-08,-0.883242664,621049.5608,0.556593865,0.38850095,0.556593865,0.454542975,0.489741437
TX_24_30_P01,30,24,29.25,"[1, 12, 1.25, 12, 0.5, 17]",7.3333,3,2,4,-190.4561719,118258.3713,2021536.751,14496.34043,-1147.533756,1.17E-09,-1.32E-09,-0.101989331,95347.312,0.681750996,0.535813353,0.681750996,0.454542975,0.599865958
TX_24_30_P02,30,24,31.5,"[0.75, 12, 1.25, 12, 0.5, 19.5]",7.3333,3,2,4,-1661.815063,119946.4756,2039498.099,14439.65717,-1142.879595,7.59E-10,-1.09E-09,-0.087080259,113952.9399,0.69266388,0.544371224,0.69266388,0.454542975,0.609468098
TX_24_30_P03,30,24,34.12,"[0.75, 12, 0.875, 12, 0.5, 22.5]",7.3333,3,1.995,4,-6334.158636,134182.2221,2068464.403,14346.4055,-1177.681941,7.30E-10,-7.13E-10,-0.089131518,110488.9159,0.690760071,0.542878259,0.690760071,0.454542975,0.607792954
TX_24_30_P04,30,24,37.25,"[0.75, 14, 1, 14, 0.5, 25.5]",7.3333,3,2,4,-3873.086609,122756.4585,2060888.588,14320.22247,-1069.546873,1.79E-09,-8.74E-10,-0.062296176,168798.17,0.717416113,0.563781893,0.717416113,0.454542975,0.631247343
TX_24_30_P05,30,24,40.75,"[1, 15, 1.25, 15, 0.5, 28.5]",7.3333,3,2,4,-5059.166761,124440.2963,2077982.958,14210.08938,-976.7692318,5.19E-10,-3.18E-10,-0.045097031,261489.3248,0.746158429,0.58632158,0.746158429,0.454542975,0.656537422
TX_24_30_P06,30,24,43,"[0.75, 12, 0.75, 12, 0.5, 31.5]",7.3333,3,2,4,-4442.535923,123556.6416,2079112.785,14286.57256,-1056.230698,5.68E-10,-5.55E-10,-0.055257765,185579.1877,0.723533746,0.568579333,0.723533746,0.454542975,0.636630187
TX_24_30_P07,30,24,45.62,"[0.75, 12, 0.875, 12, 0.5, 34]",7.3333,3,1.995,4,-7663.66278,136268.7162,2099316.829,14165.98053,-1025.466635,6.99E-10,-1.01E-09,-0.047076524,236480.6125,0.739445258,0.58105712,0.739445258,0.454542975,0.650630569
TX_24_30_P08,30,24,48.25,"[0.75, 12, 1, 12, 0.5, 36.5]",7.3333,3,2,4,-5485.981786,125131.0085,2089075.354,14173.12952,-956.8968268,8.42E-10,-1.03E-09,-0.038454291,295778.7071,0.754479475,0.592846934,0.754479475,0.454542975,0.663859028
TX_24_30_R01,30,24,29.25,"[18, 130]",7.3333,3,3.25,4,-1154.167368,119854.4049,2024678.138,14472.54361,-1092.720012,2.73E-09,-1.86E-09,-0.08729221,83381.61626,0.67366888,0.529475369,0.67366888,0.454542975,0.592754585
TX_24_30_R02,30,24,31.5,"[21, 122]",7.3333,3,2.5,4,-1690.211552,120489.3331,2045625.997,14467.73866,-1109.673841,8.74E-10,-6.81E-10,-0.082485137,85914.8954,0.675463342,0.530882583,0.675463342,0.454542975,0.594333514
TX_24_30_R03,30,24,34.12,"[24, 104]",7.3333,3,2.12,4,-1840.489118,120603.4894,2051842.183,14462.81706,-1133.478818,4.97E-09,-3.88E-09,-0.082077572,82905.75146,0.673326335,0.529206745,0.673326335,0.454542975,0.592453183
TX_24_30_R04,30,24,37.25,"[27, 146]",7.3333,3,2.25,4,-4174.364166,123779.259,2071548.65,14308.82237,-1001.216688,3.79E-08,-2.50E-08,-0.052851431,138803.4952,0.704969745,0.554021467,0.704969745,0.454542975,0.620295906
TX_24_30_R05,30,24,40.75,"[30, 173]",7.3333,3,2.75,4,-4969.949696,125052.1469,2083705.804,14206.74396,-911.2795351,1.27E-09,-1.13E-09,-0.038902841,198891.02,0.728042084,0.572114766,0.728042084,0.454542975,0.64059703
TX_24_30_R06,30,24,43,"[33, 118]",7.3333,3,2,4,-4574.508804,124271.9877,2086634.622,14290.52956,-1012.172668,4.11E-09,-7.80E-10,-0.048992038,142819.1041,0.706768957,0.555432407,0.706768957,0.454542975,0.621879016
TX_24_30_R07,30,24,45.62,"[36, 135]",7.3333,3,1.62,4,-7438.253773,136636.4893,2101721.13,14152.41807,-958.0043663,1.15E-09,-3.80E-09,-0.04050258,179983.6227,0.721551243,0.567024657,0.721551243,0.454542975,0.634885803
TX_24_30_R08,30,24,48.25,"[40, 149]",7.3333,3,0.25,4,-7312.39968,136728.4644,2106994.253,14119.1858,-916.6632778,6.76E-10,-7.00E-10,-0.035981914,209042.6387,0.731301112,0.574670491,0.731301112,0.454542975,0.643464616
TX_24_35_P01,35,24,29.25,"[1, 12, 1.25, 12, 0.5, 17]",7.3333,3,2,4,-47.78609859,114623.3603,2379583.507,14670.61652,-1351.129883,8.31E-10,-2.40E-09,-0.157737378,95347.312,0.654051909,0.507073876,0.654051909,0.454542975,0.575493806
TX_24_35_P02,35,24,31.5,"[0.75, 12, 1.25, 12, 0.5, 19.5]",7.3333,3,2,4,-41.41298684,116864.5159,2407313.342,14594.54999,-1337.377287,9.98E-10,-3.07E-09,-0.13446355,113952.9399,0.664466605,0.515114844,0.664466605,0.454542975,0.584657594
TX_24_35_P03,35,24,34.12,"[0.75, 12, 0.875, 12, 0.5, 22.5]",7.3333,3,1.995,4,-5700.862083,133071.2418,2445444.699,14488.16994,-1369.02047,1.31E-09,-6.09E-10,-0.137310993,110488.9159,0.662649707,0.513712055,0.662649707,0.454542975,0.583058923
TX_24_35_P04,35,24,37.25,"[0.75, 14, 1, 14, 0.5, 25.5]",7.3333,3,2,4,-2606.74701,120787.8671,2441243.545,14469.66953,-1268.454543,1.56E-09,-1.81E-09,-0.096344646,168798.17,0.688088861,0.533353095,0.688088861,0.454542975,0.605442584
TX_24_35_P05,35,24,40.75,"[1, 15, 1.25, 15, 0.5, 28.5]",7.3333,3,2,4,-4693.454395,123406.9717,2471256.336,14360.185,-1178.490013,4.53E-09,-1.00E-08,-0.069187849,261489.3248,0.715519047,0.554531368,0.715519047,0.454542975,0.629578133
TX_24_35_P06,35,24,43,"[0.75, 12, 0.75, 12, 0.5, 31.5]",7.3333,3,2,4,-3523.231088,121895.1426,2468902.461,14432.61608,-1260.17083,1.54E-09,-4.18E-09,-0.08549773,185579.1877,0.693927215,0.537860766,0.693927215,0.454542975,0.610579693
TX_24_35_P07,35,24,45.62,"[0.75, 12, 0.875, 12, 0.5, 34]",7.3333,3,1.995,4,-8318.492162,136378.034,2500127.195,14303.87252,-1228.64744,1.16E-09,-1.11E-09,-0.072075267,236480.6125,0.709112343,0.549584885,0.709112343,0.454542975,0.623940937
TX_24_35_P08,35,24,48.25,"[0.75, 12, 1, 12, 0.5, 36.5]",7.3333,3,2,4,-5467.346552,124395.4849,2488192.665,14317.19061,-1162.666668,2.05E-09,-1.03E-09,-0.059002649,295778.7071,0.723460226,0.560662586,0.723460226,0.454542975,0.636565497
TX_24_35_R01,35,24,29.25,"[18, 130]",7.3333,3,3.25,4,-51.99854773,116549.1035,2382188.678,14656.78854,-1303.738809,4.09E-09,-6.10E-09,-0.137202168,83381.61626,0.646338754,0.50111871,0.646338754,0.454542975,0.568707077
TX_24_35_R02,35,24,31.5,"[21, 122]",7.3333,3,2.5,4,-68.30631173,117288.8245,2413126.602,14633.70563,-1311.854406,1.64E-07,-5.09E-07,-0.129822799,85914.8954,0.648051296,0.502440928,0.648051296,0.454542975,0.570213926
TX_24_35_R03,35,24,34.12,"[24, 104]",7.3333,3,2.12,4,-58.29784455,117376.768,2421686.249,14622.86918,-1331.192772,4.16E-09,-3.35E-09,-0.129290762,82905.75146,0.646011846,0.500866311,0.646011846,0.454542975,0.568419435
TX_24_35_R04,35,24,37.25,"[27, 146]",7.3333,3,2.25,4,-3171.875269,122056.8185,2455889.766,14474.33057,-1211.580189,6.63E-09,-7.72E-09,-0.083732045,138803.4952,0.676210688,0.524182206,0.676210688,0.454542975,0.594991097
TX_24_35_R05,35,24,40.75,"[30, 173]",7.3333,3,2.75,4,-4742.535393,124134.3063,2478160.699,14374.48922,-1126.724043,2.89E-09,-2.39E-09,-0.06182513,198891.02,0.698229741,0.541182656,0.698229741,0.454542975,0.614365443
TX_24_35_R06,35,24,43,"[33, 118]",7.3333,3,2,4,-3777.556768,122696.0129,2478715.076,14447.42135,-1226.165386,3.03E-09,-5.55E-09,-0.077737416,142819.1041,0.677927764,0.525507924,0.677927764,0.454542975,0.596501935
TX_24_35_R07,35,24,45.62,"[36, 135]",7.3333,3,1.62,4,-8290.975308,136914.0634,2502640.479,14308.85095,-1178.959647,1.68E-08,-4.18E-09,-0.064460702,179983.6227,0.692035216,0.536399993,0.692035216,0.454542975,0.608914942
TX_24_35_R08,35,24,48.25,"[40, 149]",7.3333,3,0.25,4,-8345.086667,137189.4329,2512995.389,14277.76078,-1140.419111,5.12E-08,-8.89E-08,-0.057335413,209042.6387,0.701339989,0.543584014,0.701339989,0.454542975,0.61710212
TX_24_40_P01,40,24,29.25,"[1, 12, 1.25, 12, 0.5, 17]",7.3333,4,2,4,-37.29689753,110415.3462,2723212.652,14807.69308,-1612.339666,3.83E-09,-1.99E-09,-0.228733303,95347.312,0.631113466,0.483617453,0.631113466,0.454542975,0.555310497
TX_24_40_P02,40,24,31.5,"[0.75, 12, 1.25, 12, 0.5, 19.5]",7.3333,3,2,4,-55.34472754,113152.1525,2760529.823,14708.38295,-1491.343032,1.22E-09,-1.59E-09,-0.195751072,113952.9399,0.641115596,0.491236539,0.641115596,0.454542975,0.564111272
TX_24_40_P03,40,24,34.12,"[0.75, 12, 0.875, 12, 0.5, 22.5]",7.3333,3,1.995,4,-4403.386329,131388.8495,2807840.93,14593.26706,-1515.337125,2.29E-09,-1.75E-09,-0.199484629,110488.9159,0.639370672,0.48990735,0.639370672,0.454542975,0.562575931
TX_24_40_P04,40,24,37.25,"[0.75, 14, 1, 14, 0.5, 25.5]",7.3333,3,2,4,-621.202373,118237.2893,2810967.495,14580.9263,-1422.927612,2.26E-09,-3.01E-09,-0.139891976,168798.17,0.663802085,0.508517892,0.663802085,0.454542975,0.584072889
TX_24_40_P05,40,24,40.75,"[1, 15, 1.25, 15, 0.5, 28.5]",7.3333,3,2,4,-3680.610973,121826.833,2856410.846,14473.88639,-1339.937919,1.44E-09,-1.94E-09,-0.100153291,261489.3248,0.690145657,0.528585014,0.690145657,0.454542975,0.607252338
TX_24_40_P06,40,24,43,"[0.75, 12, 0.75, 12, 0.5, 31.5]",7.3333,3,2,4,-1877.490338,119627.4329,2848186.345,14539.6158,-1419.673026,2.04E-09,-9.83E-10,-0.124540756,185579.1877,0.669409159,0.512789061,0.669409159,0.454542975,0.589006499
TX_24_40_P07,40,24,45.62,"[0.75, 12, 0.875, 12, 0.5, 34]",7.3333,3,1.995,4,-8382.680861,135977.6679,2892471.056,14407.83042,-1389.041045,7.58E-10,-1.39E-09,-0.104373337,236480.6125,0.683992746,0.523898056,0.683992746,0.454542975,0.601838453
TX_24_40_P08,40,24,48.25,"[0.75, 12, 1, 12, 0.5, 36.5]",7.3333,3,2,4,-4819.425191,123115.2233,2879865.838,14425.57765,-1329.269938,2.35E-09,-1.43E-09,-0.085668043,295778.7071,0.697772255,0.534394548,0.697772255,0.454542975,0.613962906
TX_24_40_R01,40,24,29.25,"[18, 130]",7.3333,4,3.25,4,-58.75378559,112645.6438,2724691.225,14805.77705,-1570.64108,1.21E-08,-1.80E-08,-0.201643681,83381.61626,0.623705858,0.477974734,0.623705858,0.454542975,0.548792616
TX_24_40_R02,40,24,31.5,"[21, 122]",7.3333,3,2.5,4,-83.91241564,113417.2389,2765660.675,14754.42012,-1471.48031,9.14E-10,-2.28E-09,-0.191245607,85914.8954,0.625350559,0.479227579,0.625350559,0.454542975,0.550239773
TX_24_40_R03,40,24,34.12,"[24, 104]",7.3333,3,2.12,4,-72.30898559,113483.3697,2776385.9,14738.65434,-1488.362583,2.67E-09,-1.00E-08,-0.190577885,82905.75146,0.6233919,0.477735578,0.6233919,0.454542975,0.548516368
TX_24_40_R04,40,24,37.25,"[27, 146]",7.3333,3,2.25,4,-1399.487894,119645.025,2828873.332,14594.29683,-1377.053461,1.36E-09,-2.60E-09,-0.124149221,138803.4952,0.652394451,0.499828167,0.652394451,0.454542975,0.574035425
TX_24_40_R05,40,24,40.75,"[30, 173]",7.3333,3,2.75,4,-3812.163401,122571.8467,2863692.127,14499.2221,-1300.702905,7.10E-09,-4.47E-09,-0.091972555,198891.02,0.673541246,0.515936663,0.673541246,0.454542975,0.592642281
TX_24_40_R06,40,24,43,"[33, 118]",7.3333,3,2,4,-2198.669147,120435.5652,2859669.219,14560.05402,-1393.666955,2.85E-09,-5.74E-09,-0.115419612,142819.1041,0.654043507,0.50108433,0.654043507,0.454542975,0.575486413
TX_24_40_R07,40,24,45.62,"[36, 135]",7.3333,3,1.62,4,-8489.709473,136588.8025,2894275.042,14424.37939,-1353.895138,5.42E-09,-2.94E-09,-0.096010535,179983.6227,0.66759211,0.51140493,0.66759211,0.454542975,0.587407695
TX_24_40_R08,40,24,48.25,"[40, 149]",7.3333,3,0.25,4,-8752.114844,137062.9533,2910562.503,14396.50016,-1320.026339,8.43E-09,-4.23E-09,-0.085502702,209042.6387,0.676528285,0.51821203,0.676528285,0.454542975,0.595270547
TX_24_45_P01,45,24,29.25,"[1, 12, 1.25, 12, 0.5, 17]",7.3333,4,2,4,-36.43035205,105760.1804,3051681.615,14896.57855,-1739.348761,1.86E-09,-2.44E-09,-0.316678923,95347.312,0.611656087,0.463971484,0.611656087,0.454542975,0.538190142
TX_24_45_P02,45,24,31.5,"[0.75, 12, 1.25, 12, 0.5, 19.5]",7.3333,3,2,4,-67.70780944,109036.5969,3099844.953,14794.82407,-1613.703142,4.07E-09,-1.33E-09,-0.271659089,113952.9399,0.621308261,0.471237223,0.621308261,0.454542975,0.546682994
TX_24_45_P03,45,24,34.12,"[0.75, 12, 0.875, 12, 0.5, 22.5]",7.3333,3,1.995,4,-2638.507708,129320.5231,3155544.42,14672.46366,-1629.066073,8.27E-09,-1.13E-08,-0.276929077,110488.9159,0.619624389,0.469969676,0.619624389,0.454542975,0.545201372
TX_24_45_P04,45,24,37.25,"[0.75, 14, 1, 14, 0.5, 25.5]",7.3333,3,2,4,-52.19235313,115185.5422,3168323.957,14660.70971,-1548.778114,1.08E-09,-1.13E-09,-0.194871719,168798.17,0.643200993,0.487717123,0.643200993,0.454542975,0.565946192
TX_24_45_P05,45,24,40.75,"[1, 15, 1.25, 15, 0.5, 28.5]",7.3333,3,2,4,-2137.163372,119764.5092,3231972.609,14556.12499,-1468.500343,3.41E-09,-3.02E-09,-0.139204927,261489.3248,0.668622852,0.506853599,0.668622852,0.454542975,0.588314635
TX_24_45_P06,45,24,43,"[0.75, 12, 0.75, 12, 0.5, 31.5]",7.3333,3,2,4,-53.40160087,116898.861,3216510.699,14617.42394,-1543.338478,4.04E-09,-1.62E-09,-0.173244384,185579.1877,0.648611886,0.49179021,0.648611886,0.454542975,0.570707183
TX_24_45_P07,45,24,45.62,"[0.75, 12, 0.875, 12, 0.5, 34]",7.3333,3,1.995,4,-7957.109013,135141.6033,3274678.193,14482.78596,-1515.02177,2.05E-09,-1.61E-09,-0.145309749,236480.6125,0.66268522,0.502384007,0.66268522,0.454542975,0.583090171
TX_24_45_P08,45,24,48.25,"[0.75, 12, 1, 12, 0.5, 36.5]",7.3333,3,2,4,-3640.390682,121381.1467,3263142.422,14504.11472,-1461.154877,2.03E-09,-4.97E-09,-0.119147452,295778.7071,0.67598261,0.512393707,0.67598261,0.454542975,0.594790413
TX_24_45_R01,45,24,29.25,"[18, 130]",7.3333,4,3.25,4,-64.12414283,108151.3977,3053179.286,14894.71093,-1703.606651,2.12E-08,-2.52E-08,-0.282224781,83381.61626,0.604507658,0.458590455,0.604507658,0.454542975,0.53190031
TX_24_45_R02,45,24,31.5,"[21, 122]",7.3333,3,2.5,4,-96.07675978,109100.8905,3103405.306,14843.36015,-1598.984643,2.52E-09,-8.08E-09,-0.26799718,85914.8954,0.606094815,0.459785198,0.606094815,0.454542975,0.533296833
TX_24_45_R03,45,24,34.12,"[24, 104]",7.3333,3,2.12,4,-84.67972387,109152.8625,3116149.064,14823.945,-1613.041948,5.60E-09,-1.55E-08,-0.267186268,82905.75146,0.604204685,0.458362391,0.604204685,0.454542975,0.531633727
TX_24_45_R04,45,24,37.25,"[27, 146]",7.3333,3,2.25,4,-80.38599417,116715.3358,3190124.116,14679.79026,-1508.022885,8.81E-09,-7.90E-09,-0.175069812,138803.4952,0.632192491,0.4794304,0.632192491,0.454542975,0.55625992
TX_24_45_R05,45,24,40.75,"[30, 173]",7.3333,3,2.75,4,-2305.736732,120486.6827,3239458.266,14588.36262,-1438.432701,1.11E-08,-6.92E-09,-0.130133013,198891.02,0.652599398,0.494791837,0.652599398,0.454542975,0.574215756
TX_24_45_R06,45,24,43,"[33, 118]",7.3333,3,2,4,-73.17576509,117662.1128,3228961.956,14639.58113,-1523.532149,1.08E-09,-3.48E-09,-0.162964484,142819.1041,0.633783849,0.480628305,0.633783849,0.454542975,0.557660141
TX_24_45_R07,45,24,45.62,"[36, 135]",7.3333,3,1.62,4,-8157.526647,135797.4291,3275766.765,14506.70012,-1490.400942,3.60E-08,-4.58E-08,-0.135985653,179983.6227,0.646858412,0.49047027,0.646858412,0.454542975,0.569164319
TX_24_45_R08,45,24,48.25,"[40, 149]",7.3333,3,0.25,4,-8633.574297,136467.4369,3298542.747,14481.42766,-1461.207646,1.39E-07,-7.41E-07,-0.121248781,209042.6387,0.655481927,0.496961679,0.655481927,0.454542975,0.576752065
TX_24_50_P01,50,24,29.25,"[1, 12, 1.25, 12, 0.5, 17]",7.3333,4,2,4,-38.63618808,100869.1148,3365272.666,14964.40494,-1844.838938,3.22E-09,-4.17E-09,-0.423594884,95347.312,0.594842304,0.447184641,0.594842304,0.454542975,0.52339586
TX_24_50_P02,50,24,31.5,"[0.75, 12, 1.25, 12, 0.5, 19.5]",7.3333,3,2,4,-78.83413173,104658.7145,3425337.126,14862.31899,-1713.325666,3.42E-09,-7.98E-10,-0.363503634,113952.9399,0.604192069,0.454148456,0.604192069,0.454542975,0.531622626
TX_24_50_P03,50,24,34.12,"[0.75, 12, 0.875, 12, 0.5, 22.5]",7.3333,3,1.995,4,-558.6854524,126985.7854,3489286.619,14734.876,-1719.166373,2.86E-09,-1.76E-09,-0.370383839,110488.9159,0.602560954,0.452933582,0.602560954,0.454542975,0.530187424
TX_24_50_P04,50,24,37.25,"[0.75, 14, 1, 14, 0.5, 25.5]",7.3333,3,2,4,-60.96634854,111819.9537,3514429.93,14721.03294,-1649.419354,1.20E-09,-4.26E-09,-0.26143166,168798.17,0.625398887,0.469943542,0.625398887,0.454542975,0.550282295
TX_24_50_P05,50,24,40.75,"[1, 15, 1.25, 15, 0.5, 28.5]",7.3333,3,2,4,-173.2096309,117329.1617,3597519.13,14614.93786,-1572.554984,3.30E-09,-2.21E-09,-0.18717301,261489.3248,0.650024263,0.488284811,0.650024263,0.454542975,0.57194992
TX_24_50_P06,50,24,43,"[0.75, 12, 0.75, 12, 0.5, 31.5]",7.3333,3,2,4,-64.31262512,113816.5832,3573299.465,14674.26836,-1640.561517,1.06E-09,-1.98E-09,-0.232800537,185579.1877,0.630640253,0.473847373,0.630640253,0.454542975,0.554894122
TX_24_50_P07,50,24,45.62,"[0.75, 12, 0.875, 12, 0.5, 34]",7.3333,3,1.995,4,-7155.875242,133980.0001,3647153.253,14537.92715,-1613.749441,9.85E-09,-2.76E-09,-0.195145826,236480.6125,0.644272661,0.48400095,0.644272661,0.454542975,0.566889143
TX_24_50_P08,50,24,48.25,"[0.75, 12, 1, 12, 0.5, 36.5]",7.3333,3,2,4,-2032.932538,119292.9469,3637645.585,14560.50778,-1565.090035,2.89E-09,-1.80E-09,-0.160092268,295778.7071,0.657153435,0.493594702,0.657153435,0.454542975,0.578222808
TX_24_50_R01,50,24,29.25,"[18, 130]",7.3333,4,3.25,4,-65.42938534,103397.8606,3368088.73,14961.94009,-1812.304256,3.45E-09,-3.86E-09,-0.379939625,83381.61626,0.58791784,0.442027219,0.58791784,0.454542975,0.517303093
TX_24_50_R02,50,24,31.5,"[21, 122]",7.3333,3,2.5,4,-106.1194467,104518.3593,3426897.901,14911.21547,-1702.885956,9.45E-09,-6.22E-09,-0.361166204,85914.8954,0.58945527,0.443172315,0.58945527,0.454542975,0.518655862
TX_24_50_R03,50,24,34.12,"[24, 104]",7.3333,3,2.12,4,-96.05255229,104562.54,3441558.531,14889.30046,-1713.849813,2.49E-09,-1.96E-09,-0.36020972,82905.75146,0.587624359,0.441808631,0.587624359,0.454542975,0.517044862
TX_24_50_R04,50,24,37.25,"[27, 146]",7.3333,3,2.25,4,-88.31998651,113418.2822,3539685.047,14741.40043,-1615.447174,1.93E-08,-1.44E-08,-0.237367215,138803.4952,0.614735289,0.462001169,0.614735289,0.454542975,0.540899501
TX_24_50_R05,50,24,40.75,"[30, 173]",7.3333,3,2.75,4,-346.7788675,118005.4976,3605207.644,14651.36186,-1547.390426,8.73E-09,-7.35E-09,-0.177032546,198891.02,0.634502835,0.476724269,0.634502835,0.454542975,0.558292769
TX_24_50_R06,50,24,43,"[33, 118]",7.3333,3,2,4,-84.02292695,114523.4487,3586643.718,14696.49252,-1624.836844,7.16E-09,-3.29E-09,-0.221214477,142819.1041,0.616276789,0.463149297,0.616276789,0.454542975,0.542255852
TX_24_50_R07,50,24,45.62,"[36, 135]",7.3333,3,1.62,4,-7411.388167,134628.9439,3646932.772,14565.29866,-1597.395946,4.57E-09,-5.62E-09,-0.185155272,179983.6227,0.628941717,0.472582283,0.628941717,0.454542975,0.553399596
TX_24_50_R08,50,24,48.25,"[40, 149]",7.3333,3,0.25,4,-8096.837363,135485.9744,3676645.314,14541.55414,-1572.191088,4.80E-09,-9.13E-09,-0.165284967,209042.6387,0.637295052,0.478803945,0.637295052,0.454542975,0.560749613
TX_24_55_P01,55,24,32.12,"[1, 12, 1.375, 12, 0.5, 19.8]",7.3333,4,1.945,4,-153.1385046,125523.5101,3803002.901,14743.21238,-1868.484493,4.11E-09,-2.02E-09,-0.44422989,129125.3206,0.595648523,0.444083266,0.595648523,0.454542975,0.524105245
TX_24_55_P02,55,24,34.12,"[0.75, 12, 0.875, 12, 0.5, 22.5]",7.3333,4,1.995,4,-114.7729258,124290.368,3812764.199,14759.07712,-1897.071129,5.15E-09,-1.58E-09,-0.48092798,110488.9159,0.587596187,0.438143044,0.587596187,0.454542975,0.517020073
TX_24_55_P03,55,24,37.25,"[0.75, 14, 1, 14, 0.5, 25.5]",7.3333,4,2,4,-70.666771,108251.3206,3850810.849,14760.13515,-1840.002682,2.66E-09,-1.36E-09,-0.340160272,168798.17,0.6097863,0.454512726,0.6097863,0.454542975,0.536544935
TX_24_55_P04,55,24,40.75,"[1, 15, 1.25, 15, 0.5, 28.5]",7.3333,4,2,4,-84.66244468,115581.3943,3966996.366,14702.92262,-1759.281847,7.97E-09,-2.77E-08,-0.230861248,261489.3248,0.633713154,0.472163606,0.633713154,0.454542975,0.557597937
TX_24_55_P05,55,24,43,"[0.75, 12, 0.75, 12, 0.5, 31.5]",7.3333,4,2,4,-75.6147911,110516.6553,3917867.535,14708.21036,-1829.702015,3.28E-09,-2.78E-09,-0.303539926,185579.1877,0.61487899,0.458269612,0.61487899,0.454542975,0.541025942
