Model,TandemMoment_df,eg,minendmoment,LR1,minXreaction,HS20Moment_df,Iy1,St1,St2,Iy2,I,numberofgirders,maxZreaction,span,width,LR2,maxendmoment,minZreaction,A,Sb2,HS20Moment,Kg,numberofdiaphragms,df,maxXreaction,ybar2,Y,maxmoment,ybar1,girders,Sb1,mindeflection,girderspacing,df1,df2,haunch,TandemMoment
TX_24_110_P01,11540679.042653155,28.3979304029304,-2807086.7440354726,0.4545429751953418,-70393.99459378727,11540679.042653155,36533.098649261054,-2654.037758628691,-7913.032071192002,51022.58501506268,19632.497538919415,4,34841.05822103403,110,24,0.4995341081782061,2720886.3574550054,-7144.646126076344,68.25,1537.8864728168894,20328000.0,600692.2976287256,6,0.5677232901738073,72621.91243609988,33.17708160967598,49.62,6936555.17022821,25.8598986820228,"[1.25, 16, 1.875, 16, 0.5, 36.5]",1412.7317008654027,-0.7206141387562627,7.3333,0.3990381975308799,0.5677232901738073,1.9949999999999974,20328000.0
TX_24_110_R01,11553347.540742205,25.689999999999998,-2852253.8478681287,0.4545429751953418,-71918.41689615056,11553347.540742205,35868.89010151552,-2774.3646480440666,-7552.152942975006,49297.16988989183,21900.0,4,34970.28089231405,110,24,0.500082459524906,2757002.727465307,-7227.4815338044755,81.4,1486.088374901802,20328000.0,608333.3400831951,6,0.5683464945268696,74400.70481404779,33.17243491198786,49.69,6913861.476844076,26.771313741399076,"[40, 277]",1339.82554789786,-0.73173032007066,7.3333,0.3994670185035623,0.5683464945268696,1.6899999999999977,20328000.0
TX_24_115_P01,12148077.92000411,27.932507987220447,-2969200.7363626054,0.4545429751953418,-74039.23996058283,12148077.92000411,40853.72172808043,-2872.506938413209,-7868.566769976223,56541.367427700156,23842.30892239084,4,34258.541471320095,115,24,0.49929809491713545,2906151.794396795,-7153.994891022492,78.25,1710.0441399088324,21408000.0,682927.8539701673,6,0.5674550597909245,75644.03414280368,33.06427366881567,50.25,7186388.135701682,26.027676919851658,"[1.625, 16, 2.125, 16, 0.5, 36.5]",1569.6261273675466,-0.7609188819448525,7.3333,0.39734625163878173,0.5674550597909245,2.0,21408000.0
TX_24_115_R01,12221752.123191562,26.200000000000003,-3088152.675245784,0.4545429751953418,-77151.67986472296,12221752.123191562,41130.93934388747,-2986.8222448308093,-7690.740085792775,57138.499753322285,25600.0,4,35144.209907915574,115,24,0.5023261780047042,2985496.6379525946,-7407.749166955313,95.3,1743.596616418871,21408000.0,732182.1821842971,6,0.5708964930489332,79802.37723515328,32.77048097895349,50.2,7176590.308600928,26.42919746393634,"[40, 324]",1556.26894838605,-0.7210818474329761,7.3333,0.3997037350005065,0.5708964930489332,2.200000000000003,21408000.0
TX_24_120_P01,12733652.643714122,28.405979228486643,-2996504.9232861386,0.4545429751953418,-75006.48945542503,12733652.643714122,44096.91075946896,-2943.232784343817,-7717.619144403381,61263.17639142588,26159.868802546982,4,33902.89166819101,120,24,0.4982308352890478,2936622.5269396193,-7100.011502706586,84.25,1874.2420589898286,22488000.0,757308.2955672108,6,0.5662421132921612,76533.97620971361,32.68690727410378,50.62,7559704.66335874,25.642525289186324,"[1.75, 16, 2.375, 16, 0.5, 36.5]",1719.6789419981585,-0.8106252432631285,7.3333,0.39508213607986287,0.5662421132921612,1.9949999999999974,22488000.0
TX_24_120_R01,12850741.6636679,26.6,-3212205.556000965,0.4545429751953418,-80179.95203517523,12850741.6636679,45517.27235932339,-3169.5793647931573,-7859.6968974682,63585.16576544025,28900.0,4,35135.311482649806,120,24,0.5028121884833762,3107559.161504808,-7485.728871004958,107.0,1955.8665020177664,22488000.0,841515.0063456049,6,0.5714488466590137,82877.68090654939,32.50997228074755,50.6,7539144.024200941,26.23933345070418,"[40, 362]",1734.696212647195,-0.7396510084414832,7.3333,0.3986337113445951,0.5714488466590137,2.6000000000000014,22488000.0
TX_24_30_P01,2242884.1740839314,16.31338028169014,-681625.2547299921,0.4545429751953418,-19994.649367107464,2242884.1740839314,6878.3953832717525,-2401.6692420772965,7423.746389367709,9592.983969083489,2405.1594776995307,4,33508.21971645746,30,24,0.5998659583814528,431468.6829657586,-3464.9477327442646,35.5,466.98906549167503,3289887.6404494382,95347.31200407866,3,0.6817509955378069,29231.787236398497,20.54220254382916,29.25,1846646.9146225073,16.385993890098554,"[1, 12, 1.25, 12, 0.5, 17]",419.77285170526704,-0.09153115596840078,7.3333,0.5358133534174923,0.6817509955378069,2.0,3289887.6404494382
TX_24_30_P02,2278786.3394130785,18.41111111111111,-698759.6472986729,0.4545429751953418,-18202.069427294617,2278786.3394130785,8252.285371271344,-2187.5217084881106,13071.011563844417,11448.237895852752,2725.3114583333336,4,33489.02504392476,30,24,0.6094680979221335,440610.0526523402,-3363.9472587698606,33.75,511.6336672191419,3289887.6404494382,113952.93987415833,3,0.6926638804909973,27021.80943441138,22.375849419911738,31.5,1864700.334234932,17.727564124620802,"[0.75, 12, 1.25, 12, 0.5, 19.5]",465.50588187184815,-0.07866969987845764,7.3333,0.5443712238177448,0.6926638804909973,2.0,3289887.6404494382
TX_24_30_P03,2272523.0189956203,18.583414634146337,-703505.3458870797,0.4545429751953418,-16876.507739394787,2272523.0189956203,8504.126953210874,-2474.1994617342652,9836.227406501648,11440.501576775105,3115.5955602134145,4,33267.967630978215,30,24,0.6077929544848211,463757.4560953098,-2803.078111098076,30.75,452.4065566252157,3289887.6404494382,110488.91585406542,3,0.6907600706646523,24271.132400511833,25.288098523852046,34.12,1924759.97807418,20.687877373172658,"[0.75, 12, 0.875, 12, 0.5, 22.5]",411.0681245741886,-0.08178054800760115,7.3333,0.5428782585908161,0.6907600706646523,1.9949999999999974,3289887.6404494382
TX_24_30_P04,2360218.404455347,20.780201342281877,-737090.2104395324,0.4545429751953418,-15986.214090393627,2360218.404455347,12210.837086231888,-2204.668567475423,-81520.71025788815,16647.630854625517,4898.163940156599,4,33572.306968219564,30,24,0.6312473428354437,466839.1948818973,-2969.42914716617,37.25,615.5350987618241,3289887.6404494382,168798.17004173828,3,0.717416113376113,23756.32614911657,27.045786484171185,37.25,1912382.5111463636,21.711372894604935,"[0.75, 14, 1, 14, 0.5, 25.5]",562.4166258627598,-0.05707750725098491,7.3333,0.5637818931372052,0.717416113376113,2.0,3289887.6404494382
